age,sex,bmi,weight
30,0,18.52616558,2
21,0,18.52534511,2
24,0,18.5252298,2
32,1,18.52508186,2
24,0,18.52493041,2
35,0,18.52478834,2
32,1,18.52416747,2
19,1,18.52413589,2
29,0,18.52388374,2
22,1,18.52385668,2
21,1,18.52370463,2
27,0,18.5235659,2
22,1,18.52348106,2
27,1,18.52340081,2
28,1,18.52324094,2
22,1,18.52319555,2
22,1,18.52313042,2
29,0,18.52293561,2
26,0,18.52228999,2
30,1,18.52227909,2
34,1,18.52212868,2
24,1,18.5220568,2
29,0,18.52198013,2
23,1,18.52158726,2
23,0,18.52143095,2
27,0,18.5211165,2
30,1,18.52111078,2
30,0,18.52090456,2
19,0,18.52064423,2
22,1,18.52044908,2
21,0,18.52013675,2
21,0,18.52006361,2
22,0,18.5199851,2
21,0,18.51970562,2
18,0,18.51960296,2
20,1,18.51906527,2
27,0,18.51903963,2
28,1,18.51899995,2
22,1,18.51897477,2
31,1,18.51862586,2
35,1,18.51843662,2
20,0,18.51837316,2
28,0,18.51828266,2
34,0,18.51798745,2
18,0,18.51773478,2
26,1,18.51745145,2
32,0,18.51742606,2
21,1,18.51737692,2
28,1,18.51729117,2
20,0,18.51698374,2
25,0,18.51695993,2
18,1,18.5167897,2
29,0,18.516705,2
22,1,18.51668731,2
23,0,18.51651303,2
19,0,18.51649832,2
33,0,18.5,2
33,1,18.49988872,1
18,1,18.49966322,1
25,0,18.4994356,1
28,0,18.49925078,1
21,1,18.49924275,1
34,0,18.49897605,1
29,1,18.49858607,1
29,1,18.49839142,1
23,0,18.49834741,1
25,1,18.49833168,1
34,1,18.49816592,1
26,1,18.49811388,1
21,0,18.49783677,1
23,0,18.49761057,1
24,0,18.49759689,1
31,1,18.49754925,1
30,0,18.49747752,1
19,0,18.49699276,1
22,0,18.49692254,1
26,0,18.49682098,1
32,1,18.49679488,1
29,1,18.49661164,1
18,1,18.49658701,1
32,1,18.49657419,1
35,0,18.49595678,1
26,0,18.49594087,1
24,1,18.49590641,1
26,0,18.4958465,1
22,1,18.4955484,1
30,1,18.49546827,1
28,1,18.49527273,1
25,0,18.49505145,1
35,1,18.49397153,1
24,1,18.49351903,1
26,1,18.4933225,1
26,1,18.49314938,1
18,1,18.49305342,1
28,0,18.49304841,1
25,0,18.4929047,1
31,1,18.49274451,1
22,0,18.49264792,1
28,0,18.49219573,1
29,1,18.49191324,1
26,1,18.49188219,1
33,0,18.49185687,1
33,1,18.4913871,1
25,1,18.49136413,1
30,0,18.49134468,1
24,1,18.49133818,1
31,0,18.49109992,1
27,0,18.49069593,1
30,0,18.49068138,1
29,1,18.48989694,1
33,1,18.48988141,1
21,1,18.48977962,1
34,1,18.48953477,1
26,1,18.48946618,1
34,1,18.48941736,1
31,0,18.48925299,1
28,0,18.48905927,1
20,1,18.48901026,1
35,0,18.48895733,1
24,0,18.48886958,1
18,0,18.48879202,1
32,0,18.48876747,1
31,0,18.48850669,1
29,0,18.48847315,1
24,1,18.48843527,1
28,0,18.4881189,1
33,0,18.48786031,1
34,0,18.48764487,1
21,1,18.48737592,1
21,0,18.48716026,1
27,1,18.48709743,1
30,0,18.48687213,1
33,0,18.48642102,1
32,1,18.48592256,1
22,0,18.48581923,1
22,1,18.48577574,1
35,0,18.48554682,1
23,1,18.48553221,1
21,0,18.4854113,1
21,1,18.48514427,1
35,1,18.48510464,1
22,0,18.48464446,1
25,1,18.48450234,1
28,0,18.4842357,1
31,0,18.48417301,1
35,0,18.48397685,1
24,1,18.48386985,1
28,1,18.48378112,1
28,1,18.48336356,1
20,1,18.48268932,1
27,0,18.48251279,1
22,0,18.48240946,1
34,0,18.48226083,1
24,0,18.48219584,1
30,1,18.48198643,1
25,1,18.48181388,1
34,0,18.48168949,1
18,0,18.48142864,1
26,1,18.48142119,1
25,1,18.48110079,1
18,0,18.48088544,1
26,1,18.48067927,1
34,0,18.4802968,1
20,1,18.48023231,1
33,0,18.48017978,1
34,0,18.48008051,1
24,0,18.48000211,1
34,1,18.47998944,1
32,1,18.47967446,1
19,1,18.47944549,1
25,0,18.47929996,1
20,0,18.4791823,1
19,1,18.47915038,1
35,1,18.47914003,1
32,1,18.47896622,1
19,0,18.47886775,1
29,0,18.47866176,1
28,1,18.47858714,1
31,0,18.47852272,1
21,0,18.47851997,1
27,1,18.4782882,1
19,1,18.47818523,1
29,0,18.47807885,1
34,0,18.47803887,1
27,0,18.47773855,1
33,1,18.47766564,1
31,0,18.47765125,1
22,0,18.47758617,1
28,0,18.47725685,1
22,0,18.47721393,1
32,0,18.47673886,1
20,1,18.47672422,1
20,0,18.47667064,1
28,1,18.47612637,1
20,1,18.47570437,1
29,1,18.47565089,1
19,1,18.47562095,1
23,0,18.47550278,1
20,1,18.47549943,1
20,0,18.47532147,1
32,0,18.47521757,1
27,1,18.47502137,1
20,1,18.47492956,1
25,0,18.47475985,1
21,1,18.47454305,1
28,1,18.47448864,1
32,0,18.47439778,1
32,1,18.4743658,1
23,0,18.47434117,1
30,0,18.4737524,1
21,1,18.47339516,1
33,1,18.47325898,1
35,1,18.4729268,1
33,0,18.47289401,1
23,1,18.47275687,1
26,0,18.47272418,1
23,0,18.47269729,1
24,1,18.47265071,1
33,0,18.47214438,1
29,1,18.47208173,1
24,0,18.4717051,1
25,1,18.47076922,1
22,1,18.47045424,1
21,0,18.4701205,1
20,1,18.47002683,1
21,1,18.47002632,1
25,0,18.46999162,1
28,1,18.46998134,1
28,1,18.46989409,1
33,0,18.46957649,1
23,0,18.46949492,1
28,1,18.46937587,1
21,1,18.46930805,1
21,1,18.46898486,1
29,1,18.46881465,1
20,0,18.46853836,1
34,0,18.46845037,1
32,0,18.46798482,1
20,1,18.46783934,1
28,0,18.46769402,1
24,0,18.46762679,1
26,1,18.46753913,1
35,1,18.46738608,1
34,1,18.46718668,1
24,0,18.46712708,1
31,1,18.4670616,1
20,1,18.46705162,1
32,1,18.46675967,1
22,0,18.46670438,1
18,1,18.46651422,1
28,0,18.46649062,1
28,0,18.46608523,1
30,0,18.46597066,1
33,0,18.46589901,1
18,0,18.4658988,1
25,0,18.46583179,1
34,1,18.46579484,1
27,1,18.46574566,1
22,0,18.46559107,1
28,0,18.46558341,1
35,0,18.46550458,1
31,1,18.46548927,1
23,1,18.46542862,1
22,1,18.46540829,1
35,0,18.4653482,1
23,0,18.46510255,1
31,0,18.46490589,1
34,0,18.46474406,1
32,0,18.46473924,1
33,0,18.46457662,1
31,0,18.46455863,1
29,1,18.46454955,1
21,0,18.46451497,1
30,1,18.46442848,1
25,0,18.46436795,1
33,0,18.46426716,1
27,0,18.46393732,1
35,1,18.46366556,1
23,0,18.46326408,1
33,1,18.46312238,1
18,0,18.46288491,1
28,1,18.46270527,1
32,0,18.46267263,1
25,1,18.46260883,1
33,1,18.46224985,1
31,1,18.46193148,1
31,1,18.46187253,1
31,0,18.46171772,1
35,1,18.46161303,1
20,1,18.46145929,1
21,0,18.46144531,1
21,1,18.46111801,1
33,0,18.46105553,1
24,0,18.46098492,1
31,0,18.46091485,1
34,0,18.4608355,1
28,0,18.46083019,1
32,1,18.46073042,1
34,0,18.46071328,1
32,1,18.46063522,1
30,1,18.46023389,1
18,0,18.46019601,1
23,0,18.4601118,1
21,1,18.46009581,1
30,1,18.45986268,1
27,1,18.45982798,1
34,0,18.45959039,1
22,0,18.45957746,1
20,1,18.45947302,1
25,0,18.45905296,1
25,1,18.45834063,1
21,1,18.4583034,1
30,1,18.45806849,1
33,1,18.45792679,1
33,0,18.45775785,1
20,0,18.45730031,1
34,1,18.45722044,1
30,0,18.45710101,1
29,0,18.45694372,1
18,1,18.45650025,1
34,0,18.45645062,1
25,1,18.45634972,1
34,1,18.45615772,1
18,1,18.45582833,1
20,0,18.45577875,1
27,0,18.45559529,1
27,1,18.45524988,1
18,1,18.45517325,1
24,1,18.45510467,1
30,0,18.45397656,1
27,0,18.45391838,1
28,1,18.45376405,1
28,0,18.45355242,1
19,1,18.45350817,1
24,1,18.45344898,1
22,0,18.45315594,1
20,1,18.45307468,1
25,1,18.4528141,1
18,0,18.45273237,1
23,1,18.45252485,1
26,1,18.45219601,1
30,0,18.45217494,1
24,0,18.45217292,1
32,1,18.4520759,1
19,0,18.45190773,1
23,1,18.45185189,1
33,1,18.45184249,1
27,1,18.45152193,1
34,0,18.45140957,1
23,1,18.45133338,1
26,0,18.45129114,1
31,1,18.45126341,1
35,1,18.4512399,1
35,1,18.45083774,1
23,0,18.45081768,1
33,0,18.45031902,1
32,1,18.44980324,1
30,0,18.44969844,1
34,1,18.44969489,1
24,1,18.44938909,1
22,1,18.44900511,1
35,1,18.44887015,1
33,1,18.44833524,1
25,1,18.44787862,1
27,0,18.44782292,1
27,0,18.44777175,1
21,0,18.4475748,1
24,0,18.4474827,1
24,0,18.44745224,1
19,0,18.44717114,1
33,0,18.44715315,1
30,0,18.44690993,1
22,0,18.4463451,1
34,0,18.44632025,1
20,0,18.44599077,1
24,1,18.44589635,1
31,1,18.44584976,1
23,0,18.44573775,1
32,0,18.44573001,1
33,0,18.44564622,1
32,1,18.44535648,1
23,1,18.44519213,1
30,0,18.44494167,1
19,1,18.44467151,1
26,1,18.44463996,1
30,0,18.44436354,1
32,0,18.4441269,1
34,0,18.4440943,1
26,0,18.44402111,1
35,0,18.44389149,1
35,0,18.4433261,1
25,0,18.44308881,1
25,1,18.44300794,1
30,1,18.4426895,1
24,0,18.44258608,1
28,1,18.44222066,1
28,1,18.44208884,1
31,1,18.44208229,1
28,1,18.44193704,1
28,1,18.44181473,1
30,0,18.44173207,1
25,1,18.44148016,1
33,0,18.44141876,1
33,0,18.44134767,1
35,1,18.44125423,1
35,1,18.44093613,1
26,0,18.44073964,1
25,0,18.43996226,1
19,0,18.43990392,1
24,0,18.43889279,1
20,1,18.4387534,1
26,1,18.43873676,1
34,1,18.43856209,1
26,1,18.43847105,1
33,1,18.43803856,1
22,1,18.43801213,1
28,1,18.43788945,1
20,0,18.4375451,1
25,1,18.43750898,1
31,0,18.43747633,1
20,0,18.43741893,1
26,1,18.43740367,1
18,1,18.43736153,1
18,0,18.43722445,1
18,1,18.4371977,1
30,1,18.43700479,1
24,0,18.43694078,1
27,1,18.4368592,1
26,1,18.43644053,1
35,1,18.43642231,1
22,0,18.43608049,1
35,1,18.4360741,1
19,0,18.43555364,1
28,1,18.43551112,1
22,1,18.43537288,1
20,0,18.43529255,1
20,0,18.4351328,1
19,0,18.43475551,1
21,0,18.43463752,1
30,0,18.43458726,1
21,0,18.43443431,1
26,0,18.43414461,1
20,1,18.43397481,1
18,1,18.43366474,1
24,1,18.43365416,1
31,0,18.4333697,1
28,1,18.43317075,1
32,1,18.4329342,1
19,0,18.43288976,1
18,1,18.43236576,1
26,0,18.43233524,1
34,0,18.43216448,1
22,0,18.43195228,1
33,1,18.43185474,1
29,0,18.43158959,1
34,0,18.43153945,1
18,1,18.43119667,1
33,0,18.43105992,1
25,1,18.43086624,1
34,0,18.43059256,1
27,0,18.43041234,1
21,0,18.43027117,1
29,1,18.42972756,1
29,0,18.42969513,1
20,1,18.42955644,1
29,0,18.42954888,1
33,1,18.42932841,1
27,1,18.42910136,1
31,1,18.42898817,1
20,1,18.42898323,1
35,0,18.42893926,1
27,1,18.42883801,1
23,1,18.42869384,1
20,1,18.42819298,1
31,0,18.42797797,1
20,0,18.42792249,1
22,1,18.4270834,1
28,0,18.42698981,1
24,0,18.42674568,1
35,1,18.42650761,1
32,0,18.42639657,1
21,0,18.42589907,1
19,0,18.42570075,1
22,1,18.42560307,1
26,1,18.42547445,1
20,1,18.42542872,1
27,1,18.42534033,1
19,1,18.4253165,1
19,0,18.42512817,1
22,0,18.42470812,1
34,0,18.42470009,1
23,1,18.4244225,1
21,0,18.42438611,1
31,0,18.42433389,1
24,0,18.42395579,1
27,1,18.42388366,1
26,0,18.42387311,1
19,1,18.42385339,1
26,1,18.42363547,1
18,1,18.42331756,1
19,1,18.42310781,1
30,1,18.4230147,1
34,1,18.42284787,1
31,1,18.4228329,1
33,0,18.42277281,1
35,1,18.42269579,1
32,1,18.42252562,1
19,1,18.42248997,1
25,1,18.42229151,1
29,0,18.42205768,1
23,1,18.42205095,1
30,0,18.42201615,1
25,0,18.42153907,1
29,0,18.42108344,1
21,1,18.42105983,1
25,1,18.42018915,1
30,0,18.4198271,1
34,1,18.41965435,1
21,0,18.41931019,1
19,1,18.41919962,1
27,1,18.41915532,1
33,0,18.41899093,1
22,0,18.41895419,1
32,0,18.41865682,1
33,0,18.41839574,1
31,0,18.41826563,1
29,1,18.41815137,1
27,1,18.41782557,1
28,0,18.41724097,1
19,1,18.41703252,1
33,0,18.41693385,1
25,1,18.41689749,1
28,1,18.41680829,1
33,0,18.41670003,1
28,1,18.41659519,1
27,1,18.41645193,1
30,0,18.4164402,1
24,0,18.41620541,1
25,1,18.4160989,1
18,0,18.41571591,1
32,1,18.4151564,1
27,1,18.41504334,1
34,1,18.41498154,1
23,0,18.41474598,1
20,1,18.41441775,1
32,0,18.41439611,1
22,0,18.41399064,1
34,0,18.41389771,1
31,1,18.41281484,1
21,0,18.41276406,1
24,0,18.41273934,1
21,1,18.4123196,1
23,1,18.41223869,1
33,0,18.41221308,1
23,1,18.41209173,1
25,1,18.41177056,1
29,0,18.41168335,1
19,0,18.41154103,1
27,0,18.41148138,1
30,0,18.4114418,1
23,1,18.41124231,1
19,1,18.41122828,1
35,1,18.41073473,1
22,0,18.4106607,1
19,0,18.40978748,1
24,1,18.40903206,1
27,0,18.40896741,1
24,0,18.40896739,1
32,0,18.4089407,1
29,1,18.40835071,1
25,0,18.4083429,1
19,1,18.40831284,1
25,1,18.40810033,1
26,0,18.40781596,1
19,0,18.40756953,1
28,1,18.40746476,1
26,0,18.4074631,1
33,0,18.40739769,1
24,1,18.40725107,1
20,1,18.40705565,1
34,0,18.40701569,1
25,0,18.40695026,1
30,1,18.40669632,1
22,1,18.40665837,1
21,1,18.40644092,1
29,1,18.4064385,1
22,0,18.40616915,1
30,0,18.40601867,1
19,0,18.40599557,1
23,1,18.40599057,1
24,1,18.40586137,1
32,0,18.40583712,1
34,1,18.40581396,1
24,0,18.40578202,1
26,1,18.4056693,1
34,1,18.4056486,1
34,1,18.40486353,1
32,0,18.404731,1
29,0,18.40400569,1
24,1,18.40357652,1
32,0,18.40319109,1
25,1,18.40303625,1
30,0,18.40269246,1
21,0,18.40244629,1
23,1,18.40238719,1
19,0,18.40215938,1
26,1,18.40192114,1
24,1,18.40095489,1
27,0,18.4007836,1
35,0,18.40077472,1
30,1,18.40060358,1
34,0,18.40044374,1
32,1,18.40015334,1
22,1,18.39998799,1
27,0,18.39922236,1
24,0,18.39916196,1
20,1,18.39914562,1
35,1,18.39905566,1
23,1,18.39886745,1
27,1,18.39879777,1
18,1,18.39870761,1
25,0,18.39835967,1
20,1,18.39805272,1
23,1,18.39804818,1
26,1,18.39739026,1
27,0,18.39728525,1
34,0,18.39727027,1
22,0,18.39718714,1
28,1,18.39713223,1
22,0,18.39711999,1
31,0,18.39655088,1
30,0,18.39648446,1
34,0,18.3963996,1
30,0,18.3963846,1
18,1,18.3955969,1
32,0,18.39557925,1
25,0,18.39528429,1
19,1,18.39507999,1
31,0,18.39442514,1
26,1,18.39438763,1
27,0,18.39432968,1
30,1,18.39424591,1
33,1,18.39419014,1
29,1,18.39416923,1
23,0,18.39392464,1
31,1,18.39386743,1
25,1,18.39384713,1
31,1,18.39369847,1
20,1,18.39341955,1
32,1,18.39338779,1
34,0,18.393308,1
34,0,18.39317939,1
26,1,18.39314983,1
24,0,18.39311154,1
27,1,18.39212126,1
19,1,18.39187249,1
31,1,18.39184565,1
21,0,18.39156661,1
18,1,18.39141655,1
26,0,18.39130377,1
34,1,18.39128393,1
33,1,18.39127715,1
33,0,18.39099798,1
26,1,18.39080923,1
26,1,18.39076111,1
32,1,18.39060234,1
21,1,18.39050829,1
21,1,18.38975724,1
21,1,18.38949044,1
33,1,18.38947062,1
31,0,18.38942482,1
34,1,18.38933616,1
26,1,18.38887005,1
28,1,18.38880544,1
31,0,18.38879958,1
34,1,18.38848077,1
21,1,18.3883583,1
18,0,18.38811873,1
20,1,18.38806367,1
29,1,18.38786697,1
28,0,18.38784698,1
31,0,18.38767716,1
19,1,18.38745488,1
33,0,18.38742917,1
32,1,18.38735718,1
24,1,18.38715201,1
25,0,18.38705095,1
32,1,18.38673028,1
24,1,18.38641742,1
29,1,18.3863859,1
24,0,18.38636803,1
18,1,18.38627556,1
19,0,18.38620185,1
34,1,18.38564756,1
26,1,18.38532869,1
23,0,18.38528269,1
34,0,18.38523832,1
30,1,18.38516813,1
28,0,18.38501533,1
25,1,18.38464921,1
24,1,18.38461955,1
21,0,18.38441609,1
30,1,18.38431363,1
21,0,18.38409675,1
23,0,18.38404316,1
22,1,18.38395282,1
33,1,18.38380293,1
28,1,18.38354787,1
19,1,18.38345156,1
27,0,18.38329459,1
34,1,18.38321962,1
18,0,18.38293079,1
22,1,18.38260509,1
25,1,18.38257922,1
32,1,18.38257803,1
26,0,18.38251257,1
24,0,18.38242751,1
28,0,18.38219681,1
21,0,18.38219621,1
19,1,18.3821482,1
26,0,18.38213325,1
24,1,18.38160089,1
22,0,18.38124359,1
33,1,18.38108003,1
26,1,18.38088798,1
33,0,18.38087937,1
24,1,18.38072419,1
34,0,18.3802263,1
31,1,18.38019909,1
28,0,18.38014167,1
24,0,18.38000536,1
34,0,18.37998819,1
24,1,18.37987388,1
23,0,18.37978475,1
31,1,18.37941776,1
32,0,18.37936987,1
28,0,18.37894228,1
19,1,18.37883333,1
30,0,18.37855322,1
32,1,18.37828347,1
34,1,18.37810941,1
26,1,18.37779351,1
32,0,18.37774477,1
32,1,18.37766064,1
23,1,18.37754883,1
28,1,18.37733046,1
25,1,18.37722308,1
20,1,18.3769757,1
30,0,18.37693509,1
33,0,18.37683608,1
35,1,18.3767988,1
26,1,18.37674317,1
24,1,18.37670113,1
34,1,18.3765991,1
34,1,18.37623099,1
27,1,18.37585109,1
21,0,18.37574953,1
30,0,18.3757401,1
22,1,18.37505769,1
23,1,18.37500016,1
25,0,18.37495538,1
19,1,18.3747704,1
23,0,18.37468901,1
21,0,18.3742872,1
31,0,18.37417166,1
32,0,18.3739766,1
28,0,18.37383364,1
27,0,18.37377189,1
29,0,18.37376571,1
26,0,18.37360001,1
20,0,18.37357065,1
33,0,18.37329563,1
25,1,18.37277069,1
20,0,18.37234527,1
29,1,18.37232833,1
19,0,18.3721657,1
23,1,18.37210708,1
34,0,18.37208046,1
34,0,18.37187697,1
20,0,18.37163156,1
32,1,18.37131572,1
24,0,18.37120132,1
19,0,18.371193,1
24,1,18.37106397,1
27,1,18.37103397,1
31,1,18.37095365,1
33,0,18.37073711,1
34,0,18.37040186,1
30,1,18.37014531,1
18,1,18.36970802,1
27,1,18.36951764,1
28,1,18.36939852,1
21,1,18.36896032,1
22,0,18.36894397,1
22,1,18.36864314,1
26,0,18.36860772,1
25,0,18.36853136,1
19,0,18.36847833,1
35,0,18.36803214,1
26,1,18.36788761,1
31,0,18.36782152,1
20,1,18.36773737,1
32,1,18.36773647,1
23,1,18.36761594,1
20,1,18.36739961,1
26,0,18.36723662,1
31,0,18.36714047,1
32,1,18.36665615,1
18,0,18.36664593,1
24,0,18.36649947,1
26,0,18.36623414,1
29,0,18.36619816,1
25,1,18.3660804,1
20,1,18.36593765,1
21,1,18.36592666,1
29,0,18.36565758,1
30,0,18.36560898,1
22,1,18.3655791,1
23,0,18.3653098,1
32,1,18.36504406,1
30,1,18.36488796,1
24,0,18.36475166,1
19,0,18.36463199,1
26,0,18.36456014,1
23,1,18.3644487,1
21,1,18.36379142,1
18,0,18.36372064,1
28,1,18.36313851,1
31,0,18.36301994,1
30,0,18.36292773,1
27,0,18.36222745,1
28,0,18.36208876,1
20,1,18.36157685,1
35,1,18.3614426,1
33,0,18.36139952,1
23,1,18.36133021,1
30,0,18.36104966,1
32,1,18.36090571,1
35,1,18.36081944,1
27,1,18.36079801,1
19,0,18.36071791,1
19,1,18.36068246,1
25,0,18.36049314,1
33,0,18.36047652,1
35,1,18.36034723,1
20,1,18.36016541,1
33,1,18.36000689,1
26,0,18.35984215,1
31,1,18.3597985,1
30,0,18.35977221,1
21,0,18.35975632,1
23,0,18.35971397,1
34,0,18.3594501,1
19,0,18.35921632,1
28,1,18.35893154,1
27,0,18.35872343,1
27,0,18.35867814,1
28,1,18.35846581,1
28,1,18.35808722,1
25,1,18.35805044,1
19,0,18.35795075,1
32,1,18.35780761,1
21,0,18.35764628,1
26,0,18.35743303,1
34,1,18.35733224,1
33,1,18.35724007,1
23,0,18.35720947,1
30,0,18.35710575,1
35,1,18.35695587,1
23,0,18.35695448,1
23,0,18.35674736,1
24,0,18.35651902,1
31,1,18.35610113,1
19,1,18.35591124,1
28,0,18.3558482,1
31,0,18.35561306,1
19,1,18.35547221,1
31,1,18.35493636,1
18,0,18.35481857,1
22,0,18.35479035,1
18,0,18.35371795,1
19,1,18.35335585,1
32,1,18.35301394,1
27,1,18.35287792,1
22,0,18.35270466,1
21,0,18.35265016,1
21,0,18.35257279,1
31,1,18.35233522,1
31,0,18.35229372,1
22,1,18.35228764,1
32,0,18.3521422,1
28,0,18.35210894,1
31,0,18.35181432,1
22,1,18.35103308,1
29,0,18.35093813,1
27,1,18.35086301,1
20,0,18.35073816,1
28,1,18.35072753,1
25,0,18.35050656,1
29,0,18.35049967,1
26,1,18.35033067,1
25,0,18.3502585,1
19,0,18.35016765,1
23,1,18.35014091,1
18,1,18.35008199,1
35,1,18.35005178,1
18,1,18.34981937,1
26,1,18.34954984,1
27,1,18.3493252,1
19,0,18.34910084,1
25,1,18.34901423,1
30,0,18.34880306,1
31,1,18.34874328,1
26,1,18.34857871,1
35,1,18.34850763,1
23,0,18.34849372,1
29,1,18.3482286,1
25,0,18.34817242,1
19,0,18.34812586,1
19,0,18.34788841,1
29,1,18.34753314,1
24,0,18.347293,1
29,0,18.34665151,1
27,1,18.34615091,1
35,0,18.34614467,1
28,0,18.34613912,1
23,0,18.34599946,1
28,1,18.34578682,1
24,0,18.34564769,1
21,1,18.34561925,1
26,0,18.34490128,1
22,0,18.34472878,1
30,1,18.34432247,1
34,1,18.3442769,1
26,1,18.34424739,1
30,1,18.34410025,1
25,1,18.34383585,1
28,0,18.34346515,1
30,0,18.34327671,1
31,1,18.34319022,1
27,1,18.34313219,1
32,1,18.34306373,1
21,0,18.34239473,1
33,1,18.34219416,1
18,0,18.34215579,1
33,0,18.34207308,1
25,1,18.34205907,1
23,1,18.34195292,1
23,1,18.34188708,1
23,1,18.34182104,1
27,1,18.34173304,1
35,1,18.34163023,1
28,0,18.34136726,1
24,1,18.34117426,1
30,1,18.3411134,1
26,0,18.34098134,1
25,1,18.34051914,1
22,0,18.34031105,1
29,1,18.3401974,1
26,0,18.34016862,1
23,1,18.34004971,1
20,0,18.33992297,1
30,1,18.33979811,1
23,1,18.33921465,1
29,1,18.3392038,1
23,1,18.33916345,1
24,0,18.33882395,1
35,0,18.33865029,1
25,0,18.33861732,1
31,1,18.33835006,1
27,1,18.33810483,1
27,0,18.33778321,1
25,0,18.33762247,1
24,1,18.33737528,1
20,0,18.33737456,1
32,0,18.33737452,1
30,0,18.33681938,1
23,1,18.33673498,1
26,0,18.3366935,1
25,1,18.33663586,1
27,0,18.33663132,1
29,0,18.33658672,1
34,0,18.33606717,1
23,0,18.33577409,1
22,0,18.33567107,1
34,0,18.33556065,1
27,1,18.33547368,1
28,1,18.33531049,1
18,1,18.33516965,1
57,1,18.335,1
60,0,18.335,1
52,0,18.335,1
25,1,18.33456765,1
22,1,18.33391307,1
18,1,18.33373233,1
20,0,18.33332383,1
30,0,18.33321405,1
23,0,18.33304842,1
25,1,18.33226428,1
30,0,18.33172379,1
25,1,18.3314464,1
26,0,18.33073654,1
21,0,18.3305549,1
25,1,18.33034506,1
25,1,18.33032311,1
28,0,18.33030775,1
21,0,18.33019667,1
18,1,18.33015382,1
30,0,18.32965474,1
24,1,18.32934562,1
21,0,18.32869762,1
26,0,18.32847139,1
31,1,18.32782796,1
25,0,18.32738453,1
32,1,18.32735386,1
20,1,18.32706655,1
23,1,18.32696171,1
30,1,18.32690159,1
23,0,18.32688094,1
18,1,18.32681552,1
34,1,18.32649819,1
27,0,18.32641385,1
27,1,18.3264003,1
28,1,18.32611906,1
20,1,18.32597066,1
29,0,18.32564996,1
19,0,18.32523727,1
30,1,18.32514264,1
21,1,18.32474053,1
24,1,18.32451568,1
35,0,18.32449089,1
28,0,18.32446918,1
27,0,18.32437658,1
25,0,18.32420912,1
32,1,18.32420343,1
21,1,18.32405982,1
26,0,18.32370153,1
18,0,18.32349192,1
24,0,18.32332592,1
28,0,18.32327062,1
34,0,18.32270956,1
27,1,18.32254552,1
28,0,18.32242443,1
18,1,18.32218628,1
27,0,18.32210332,1
24,0,18.32204577,1
25,1,18.32188895,1
34,1,18.32171522,1
24,0,18.32168471,1
24,1,18.32136991,1
26,0,18.32092485,1
28,0,18.32088301,1
21,0,18.32067581,1
23,0,18.32051106,1
27,1,18.32020131,1
33,0,18.32001324,1
21,0,18.31956934,1
26,1,18.31924574,1
31,0,18.3192208,1
22,1,18.31900622,1
32,1,18.31875188,1
20,1,18.31868473,1
29,1,18.31827296,1
21,1,18.31799072,1
25,0,18.31786118,1
19,1,18.31785717,1
27,1,18.31742759,1
32,1,18.31696356,1
28,1,18.31687785,1
28,0,18.31686313,1
31,1,18.31671326,1
34,0,18.31651341,1
35,0,18.31630483,1
29,0,18.31622407,1
27,0,18.31618834,1
31,0,18.31602288,1
24,0,18.31589183,1
19,0,18.31585678,1
18,1,18.31560808,1
29,0,18.31559062,1
21,1,18.31532638,1
32,0,18.31530883,1
30,0,18.31528024,1
23,1,18.3151975,1
23,0,18.3150532,1
30,0,18.31472253,1
31,1,18.31468919,1
28,1,18.31432921,1
33,0,18.31422411,1
30,0,18.3141892,1
20,0,18.31386247,1
21,0,18.31373094,1
18,1,18.31345827,1
23,1,18.31252743,1
25,0,18.31247129,1
33,0,18.31229791,1
29,0,18.3119082,1
22,0,18.31147681,1
35,1,18.31145478,1
27,0,18.31142151,1
22,1,18.31138856,1
25,0,18.31127203,1
27,0,18.31115759,1
26,1,18.31108637,1
34,1,18.31107878,1
27,1,18.31086513,1
32,0,18.31083884,1
29,0,18.31082147,1
27,0,18.31053534,1
24,1,18.31032035,1
33,1,18.31019303,1
26,1,18.31006893,1
22,0,18.30977055,1
20,1,18.30976959,1
35,0,18.30909325,1
27,0,18.30875362,1
27,0,18.30861316,1
22,1,18.30811165,1
34,0,18.30807179,1
19,0,18.30773448,1
28,0,18.30759713,1
22,0,18.30739663,1
21,1,18.30731786,1
22,1,18.30729502,1
25,1,18.30655581,1
34,1,18.30647708,1
29,1,18.3064592,1
31,1,18.30616007,1
32,0,18.30615872,1
33,0,18.30586632,1
20,0,18.30582213,1
19,0,18.30577464,1
31,1,18.3057078,1
19,0,18.3054704,1
21,1,18.30542411,1
34,0,18.30540232,1
27,1,18.30422317,1
23,1,18.30419398,1
20,1,18.30418851,1
20,0,18.30418841,1
33,0,18.30417582,1
21,1,18.30357875,1
24,0,18.30287942,1
29,1,18.30242581,1
27,1,18.30082504,1
29,0,18.30077935,1
21,1,18.3006725,1
39,0,18.3,1
34,1,18.29955013,1
21,1,18.29942199,1
32,0,18.29936625,1
35,0,18.29893947,1
26,0,18.29867658,1
35,0,18.29857099,1
30,0,18.29846348,1
35,0,18.29821017,1
35,1,18.29818686,1
30,1,18.29800623,1
35,1,18.29774535,1
32,1,18.29768627,1
19,1,18.29733663,1
32,0,18.29703868,1
32,1,18.29670219,1
33,1,18.29668487,1
33,1,18.29638697,1
24,0,18.29622827,1
